previous_frame,current_frame,changed_pixel_ratio,classification
frame_0288.jpg,frame_0289.jpg,0.060208,new_slide
frame_0289.jpg,frame_0290.jpg,0.0,same_build_sequence
frame_0290.jpg,frame_0291.jpg,0.0,same_build_sequence
frame_0291.jpg,frame_0292.jpg,0.0,same_build_sequence
frame_0292.jpg,frame_0293.jpg,0.0,same_build_sequence
frame_0293.jpg,frame_0294.jpg,0.0,same_build_sequence
frame_0294.jpg,frame_0295.jpg,0.0,same_build_sequence
frame_0295.jpg,frame_0296.jpg,0.0,same_build_sequence
frame_0296.jpg,frame_0297.jpg,0.0,same_build_sequence
frame_0297.jpg,frame_0298.jpg,0.0,same_build_sequence
frame_0298.jpg,frame_0299.jpg,0.0,same_build_sequence
frame_0299.jpg,frame_0300.jpg,0.0,same_build_sequence
frame_0300.jpg,frame_0301.jpg,0.0,same_build_sequence
frame_0301.jpg,frame_0302.jpg,0.145955,new_slide
frame_0302.jpg,frame_0303.jpg,0.005642,same_build_sequence
frame_0303.jpg,frame_0304.jpg,0.003854,same_build_sequence
frame_0304.jpg,frame_0305.jpg,0.0,same_build_sequence
frame_0305.jpg,frame_0306.jpg,0.0,same_build_sequence
frame_0306.jpg,frame_0307.jpg,0.0,same_build_sequence
frame_0307.jpg,frame_0308.jpg,0.0,same_build_sequence
frame_0308.jpg,frame_0309.jpg,0.0,same_build_sequence
frame_0309.jpg,frame_0310.jpg,0.0,same_build_sequence
frame_0310.jpg,frame_0311.jpg,0.0,same_build_sequence
frame_0311.jpg,frame_0312.jpg,0.0,same_build_sequence
frame_0312.jpg,frame_0313.jpg,0.0,same_build_sequence
frame_0313.jpg,frame_0314.jpg,0.0,same_build_sequence
frame_0314.jpg,frame_0315.jpg,0.0,same_build_sequence
frame_0315.jpg,frame_0316.jpg,0.0,same_build_sequence
frame_0316.jpg,frame_0317.jpg,0.0,same_build_sequence
frame_0317.jpg,frame_0318.jpg,0.0,same_build_sequence
frame_0318.jpg,frame_0319.jpg,0.0,same_build_sequence
frame_0319.jpg,frame_0320.jpg,0.0,same_build_sequence
frame_0320.jpg,frame_0321.jpg,0.0,same_build_sequence
